PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatu
4725,Habenicht,August,,,,,"Beschreibung ... des Priv. auf einen verbeserten Cigarenabschneider, ...",Zigarrenspitzenmesser,Wien,1847,23.08.1847
4726,Bauherr,Georg,Wenger,Alois,,,"Beschreibung der ... Verbesserung in der Erzeugung der von H. Georg Bauherr erfundenen und
1840 patentirten Gelatine-Bereitung, ...",Gallerte,Wien,1846,02.12.1846
4727,Butula,Jakob,Walla,Mathias,,,"Beschreibung ... auf Verbesserungen in der Erzeugung wasserdichter Schuh und Stiefel nämlich
durch Imprägnierung des Sohlenleders und Einnehmung eines Wasserdichten Stoffes zwischen
der Sohle und Ueberstemm","Schuh, Stiefel",Wien,1844,17.09.1844
4728,Schmidt,Johann,,,,,Beschreibung der Verfertigung der verbesserten Militair und Civil CzakoHut und Kappenrosen,,Wien,1847,
4729,Maertens,Friedrich,,,,,"Beschreibung und Verbesserung der ... neuen Erfindung und Verbesserung aus Gutta Percha alle
Arten plastischer Gegenstände mittels Pressen ... in eigens dazu konstruirten Formen ... zu
erzeugen ...","Guttapercha, Modellieren, Pressen",Wien,1847,11.09.1847
4730,Wowesni,Franz,,,,,Beschreibung der neuen Erfindung und Verbesserung in Verfertigung englischer Sättel,Sattel,Wien,1847,13.09.1847
4731,Knussmann,Damian,Scherer,Karl,,,Beschreibung der Verbesserung der Erfindung eines künstlichen Blutegels,Blutentziehung,Wien,1847,12.08.1847
4732,Gerhartinger,Franz,,,,,Vortheile und Beschreibung des eisernen Backofens,Backofen,Ried/Innkreis,1846,18.08.1846
4733,Messer,Ludwig,,,,,Beschreibung der Zubereitung des verbesserten Oelfirnißes,Firnis,Wien,1844,13.07.1844
4734,Waldstein,Jakob,,,,,Beschreibung der ... neuerfundenen elliptischen Theaterperspektive,Opernglas,Wien,1848,13.01.1848
4735,Jettel,Ladislaus Hugo,Harrach,,,,Beschreibung der activen Fortbewegung der Strohhexl-Schneidmaschine ...,Häckselmaschine,"Janowitz
(Janovice u
Rýmarova)",1847,01.05.1847
4736,Wassali,Paul,,,,,Beschreibung des verbesserten Apparates zum Einathmen des Schwefelätherdunstes,"Anästhesie, Betäubungsapparat",Wien,1847,26.02.1847
4737,Hoefel,Blasius,Sollinger,Johann Paul,,,"Beschreibung der Manipulation des Priv., durch Thonplatten alle in Farben darzustellenden
Gegenstände auf der Buchdruckerpresse mit Firniß-Farben zu erzeugen","Tonplatte, Farbendruck",Wien,1838,20.08.1838
4738,Kleinberger,Jeremias,,,,,Beschreibung der ... verbesserten Maschiene zur Verfertigung der Schnüre,Klöppelmaschine,Prag,1838,09.08.1838
4739,Bauerreiss,Leonhard,Walz,Friedrich,,,Entdeckung der Fabrikation der Goldfarbe aus Bronce,"Goldkrätze, Goldfarbe",Wien,1840,01.09.1840
4740,Geyer,Maria,,,,,"Beschreibung der Erfindung ..., daß durch die Vorbereitung der Steinkohlen, des Kißsteins, der
Potasche und aus neu entdeckter Kißart das Kreidenglas ohne grünen Stich erzeugt ... wird ...",Glas,"Oberdorf bei
Voitsberg",1841,05.08.1841
4741,Faulwetter,Anton,,,,,Beschreibung der ... erfundenen und verbesserten Oehllampen ...,Lampe,Prag,1842,08.08.1842
4742,Pfister,Daniel,,,,,"Beschreibung der Verbesserung an der, mittelst Allerhöchsten Erlaß vom 12.02.1843 priv.
Steinschneidmaschine",Steinsäge,Innsbruck,1843,13.05.1843
4743,Haenlein,,Stein,Friedrich,Naeff,,Beschreibung einer neuerfundenen Durch-Schneid-Maschine,Stanze,Wien,1843,11.05.1843
4744,Peterlini,Andreas,,,,,"Beschreibung der ... Erfindung ..., die bereits bekannten Feldsessel in ordentlich solide Lehnsessel
umzustalten ...","Lehnstuhl, Diwan, Polstermöbel",Wien,1845,22.07.1845
4745,Sleigh,William Willcocks,,,,,"Beschreibung und Zeichnung einer neuen Erfindung eines hydro-mechanischen Apparates zur
Hervorbringung bewegender Kraft ...",Wasserkraftmaschine,Wien,1844,03.06.1844
4746,Schulz,Johann,,,,,Beschreibung üder neuerfundene Doppelhobleisen,Hobeleisen,Wien,1845,17.07.1845
4747,Birnbaum,A.M.,,,,,"Beschreibung ... auf die Erfindung, alle Gattungen glatte und geschliffene Glassteine in Metall-
Knöpfe zu fassen","Knopf, Edelsteinfassung",Teplitz,1845,15.08.1845
4748,Bareis,Jakob Friedrich,,,,,Beschreibung der ... neu verbesserten Pumpen,Pumpe,Wien,1846,12.06.1846
4749,Handwerk,Karl,,,,,"Beschreibung: Abfälle von Holz, Rinde, Knoppern, Wurzeln, Samen, Kohlen, aller Art ... durch
Vermengen mit Theer, Wasser oder Oelsalz, und pressen in formen als Brennmaterial ...",Brikett,Wien,1847,17.07.1847
4750,Egloff,Ernest Elisaeus,,,,,"Beschreibung einer Erfindung, gewöhnliches Papier derart zu präparieren, daß es von
Manufakturdruckereien den Dienst der Wachsleinwand und ordinären Papiere ... versieht, ...","Wachspapier, Imprägnierung/Papier,
Wachstuchersatz",Wien,1847,31.07.1847
4751,Stadler,Franz,,,,,Zeichnung und Beschreibung zur Verbesserung der Lastwägen,Wagen,Wien,1847,16.08.1847
4752,Miercinsky,Thaddaeus,,,,,"Beschreibung der Erfindung ... mittelst Galvanoplastik alle wie immer Nahmen habende Gutta
Percha Gegenstände zu erzeugen, ...","Guttapercha, Reliefdruck",Wien,1847,30.08.1847
4754,Maya,Samuel de,,,,,Beschreibung der Spiegel Dosen,"Papiermaché, Kartonagen,
Taschenspiegel",Wien,1846,09.09.1846
4755,Colleville,Adolph Desire de,,,,,"Beschreibung der Bereitung und Anwendung eines Produckts, welches zum Kalfatern der Schiffe
und überhaupt zum Anstreichen und Firnissen aller Gegenstände dient, die eines Firnisses
bedürfen und gegen oxidirende Einwirkungen von Feuchtigkeit und Luft geschützt zu sein","Teer, Anstrich, Feuchtigkeitsschutz",Wien,1843,13.04.1843
4756,Mendelssohn,C.F.N.,,,,,[Beschreibung] Alkoholometrisches Ebullioskop,Alkoholmeter,Wien,1845,01.07.1845
4757,Goetze,August Ludwig,,,,,"Beschreibung unseres verbesserten zweischäftigen mechanischen Webstuhles mit neuer
Bewegung der Lade durch eine Scheibe mit Nuth ...",Webstuhl,Chemnitz,1843,15.07.1843
4758,Cousins,Thomas,,,,,"Beschreibung des Verfahrens zur Erfindung, kalk- oder salzhältige Wasser zu verhindern, beim
Kochen einen Niederschlag zu bilden, wodurch die für Dampfkessel so nachtheilige Kruste erzeugt
wird, ...","Ammoniak, Salzsaures,
Kesselsteinmittel",Wien,1845,29.04.1845
4759,Hoffinger,Vinzenz,,,,,"Beschreibung der beyliegenden Zeichnung des gemeinnützigen Zimmerboden-Reinigungs-
Apparates","Fußbodenbürste, Parkettbodenbürste",Wien,1846,01.07.1846
4760,Gilg,Samuel,,,,,Beschreibung der Handschuhschliessen,"Handschuh, Schließe",Wien,1846,16.10.1846
4761,Baehrens,,Hagen,,,,"Beschreibung und Zeichnungen der Maschinenfabrik von Hagen und Baehrens in Cöln am Rhein-
neuer Constructionen an Dampfmaschinen, daß sie rotirend einfach oder doppelwirkend bei
Locomotiven oder Dampfschiffen, verwendbar sind","Dampfmaschine, Lokomotive,
Drehkolben",Köln,1847,12.05.1847
4762,Simmich,Franz,,,,,Beschreibung der Erzeugung der neu erfundenen resp. verbesserten Hütte ...,"Filz, Hut",Wien,1847,12.10.1847
4764,Fleisch,Franz,,,,,Beschreibung der ... erfundenen und verbesserten rotirenden Dampfmaschine,Dampfmaschine,Wien,1842,
4765,Pottje,Johann,,,,,Beschreibung der ... Verbesserung an jeder Gattung Fortepiano's durch Anwendung eines Pedal ...,"Klavier, Pedal",Wien,1847,17.05.1847
4766,Dunant,Giuseppe Maria,,,,,Descrizione dell'invenzione ... di un particolare sapone ... [Raffinierte Seife],"Seife, Raffinade/Seife",Milano,1842,19.06.1842
4767,Banner,Robert,,,,,"Beschreibung der neuen Erfindung in der Aufbewahrung von Holz und anderen vegetabilischen
Substanzen durch Anwendung metallischer oder ordinärer Auflösungen [Text engl. u. dt.]","Holz, Imprägnierung/Holz",Wien,1842,30.06.1842
4768,Haeussle,Joseph,,,,,"Beschreibung der ... Erfindung und Verbesserung bei Erzeugung von Spielkarten, ...",Spielkarten,Wien,1843,23.08.1843
4769,Schmitt,August,,,,,Beschreibung der ... neu erfundenen und verbesserten künstlichen Zahngebisse,Gebiß/künstliches,Wien,1844,08.06.1844
4770,Demel,Franz,,,,,"Beschreibung der Erfindung und Verbesserung, jeden harten Knochen-Körper, insbesondere aber
Elfenbein, derart elastisch zu machen, daß daraus Reitgerten, Bogis, Brusthüttel, Ansätze für
Spritzen, Kinder-Saug-Tutten, Schreibfedern ... von mir verfertigt werden kann ...","Elfenbein, Hornbearbeitung,
Imprägnierung/Elfenbein",Wien,1845,07.07.1845
4771,Wolf,Karl,,,,,"Beschreibung der ... Erfindung ...: Die Leder abgenützter Krempelbelege mittelst Setzmaschine mit
neuem Draht zu besetzen",Krempeln,Biala,1845,19.07.1845
4772,Pinkus,Heinrich,,,,,"Beschreibung von Heinrich Pinkus aus London ... in Betreff eines verbesserten Systems im Baue
und in der Wirksamkeit athmosphärischer Schienenwege, anwendbar auch auf Canal- und
Landstraßen-Fahrten","Druckluftbahn, Rohrleitung,
Eisenbahnwagen, Geleise",Wien,1845,09.07.1845
4773,Czerny,Joseph,,,,,"Beschreibung der ... Erfindung und Verbesserung ...: daß er mittelst einer ... Maschine und
Vorrichtungen die schnellere Verfertigung des Farbenstikdupfes ... bewerkstelligt ...","Stickmuster, Farbendruck, Schablone,
Druckmaschine, Zeugdruck",Wien,1845,23.09.1845
4774,Kober,Joseph Johann,Masatsch,Johann,,,Rezept zur Wanzen-Vertilgungs-Tinktur,"Ungeziefer, Wanzenvertilgung",Prag,1846,10.09.1846
4776,Kyritz,Friedrich Wilhelm,Syrrenberg,Heinrich August,,,Erfindung und Verbesserung unserer Waagenschmiere,Schmiermittel,Wien,1847,15.09.1847
4777,Pruetzmann,Daniel,Pruetzmann,Wilhelm,,,"Beschreibung der Erfindung und Verbesserung, die Soufflets zu allen Gattungen aus Leder, Gutta
Percha, Seide oder jedem ... Stoffe zu verfertigen Portefeuls, Cigarren- Geld und derley Taschen
auf eine neue Art zu erzeugen, ...","Etui, Brieftasche, Geldbörse",Wien,1848,09.03.1848
4778,Fletcher,Matthew,,,,,"... zeigt ... an, eine Verbesserung der gewöhnlichen Cillinder-Dampfmaschinen gemacht zu haben,
...",Dampfmaschine,Wien,1841,06.11.1841
4779,Campiglio,Bianco,Campiglio,Gerolamo,,,Descrizione della Macchina per la fabbricazione della Cioccolatta ... [Schokolademühle],Schokolademühle,Milano,1840,07.10.1840
4780,Nuglisch,,Treu,,,,"Beschreibung auf: 1. Kosmetische Seife. 2. Cocos Nus Soda Seife. 3. Cocos Nuße Oel Pomade. 4.
Cocos Nuß Oel für Haar. 5. Verbesserte Pomade aus Cacao Butter","Kokosnußöl, Seife, Haaröl, Pomade",Wien,1842,03.09.1842
4781,Lux,Samuel,,,,,"Beschreibung der Bestandtheile und Bereitungsart des aus Vegetabilischen Substanzen
bestehenden Haaröhls als Toilettenmittel unter dem Namen Heuile indiene",Haaröl,Wien,1842,30.08.1842
4783,Frenzel,Franz,,,,,Das Neue der Erfindung und Verbesserung der von mir construirten Dreschmaschine ...,Dreschmaschine,Prag,1843,29.09.1843
4784,Brenna,Carlo,,,,,"Descrizione della nuova invenzione ... che consiste in sostanza nel filare la seta con due torte o
torcimenti ... [Seide spinnen mit zwei Drehungen]","Seide, Spinnmaschine",Milano,1843,21.08.1843
4785,Dorning,William,,,,,"Beschreibung des William Dorning'schen Dampfhammers (eines die Stelle des Luppenhammers
vertretenden Dampfhammers, der nicht nur zum Hämmern, sondern auch zum Schlagen von
Bohrlöchern und Schächten und zu Pochwerken aller Art anzuwenden ist)",Dampfhammer,Wien,1843,03.07.1843
4786,Bachmayer,Leopold,Bauer,Franz,Riegler,Anton,"Beschreibung betreffend die Erfindung und Verbesserung in der Stearin, Magarin und Chlorabin
Kerzen Lichter Erzeugung","Stearinsäure, Margarinsäure,
Chlorabin, Kerze",Wien,1843,21.08.1843
4787,Koester,Joseph Heinrich,,,,,Neue Erfindung Wagenfedern ... zu konstruieren ...,"Wagen, Federung/Wagen",Wien,1845,30.07.1845
4788,Bellon,Johann Alexander,,,,,"Beschreibung der Verbesserung über die bereits schon bekannten Frictions-Achsen als
Accelerations-Achsen ...","Schmierbüchse, Radnabe, Wagenachse",Wien,1845,18.08.1845
4789,Conraetz,Wilhelm,,,,,Beschreibung der Erfindung eines ewigen Kalenders,Kalender,Wien,1845,06.11.1845
4790,Pelitti,Giuseppe,,,,,"Descrizione della nuova invenzione che ... consiste in sostanza in una trombo costrutta in una
forma affatto nuova con un solo Robinet e con pompa lunga ... [Trompete mit einer Klappe]","Trompete, Klappe/Blasinstrument",Milano,1846,28.08.1846
4791,Zach,Joseph,,,,,Beschreibung der ... Verbesserung der bisher bestehenden Zuckerraffinirungs-Dampfapparate,"Zucker, Raffinade/Zucker",Wr. Neustadt,1846,01.06.1846
4792,Mueller,Joseph,,,,,Beschreibung der Erbsen Reinigungs und Veredlungs neuen Methode,"Erbsendörre,
Enthülsungsmaschine/Erbsen,
Sortieren, Spaltmaschine/Erbse",Kranichberg,1846,15.08.1846
4793,Heller,Franz,,,,,"Beschreibung der Erfindung, die verschiedensten Drechslerwaaren, aus allen für die Drehbank sich
eignenden Materialien, namentlich ... für alle Arten von Webestühlen u. zur Zeugfabrikation
überhaupt ... darzustellen",Drechsler,Wien,1846,02.09.1846
4794,Dittrich,Alois,,,,,Beschreibung der ... Erfindung eines Wanzen Vertilgungsmittels,"Ungeziefer, Wanzenvertilgung",Jägerndorf,1846,
4795,Mueller,Karl Ludwig,Pfannkuche,Gustav,,,"Beschreibung der ... Erfindung ...: Alle Arten Stecknadeln, Haarnadeln, Hafteln, Stifte ... durch
Färbung ... zu verschönern, ...","Stecknadel, Haarnadel, Haftel, Nagel,
Färben/Stahl",Wien,1846,29.08.1846
4795,Mueller,Karl Ludwig,Pfannkuche,Gustav,,,"Beschreibung der ... Erfindung ...: Alle Arten Stecknadeln, Haarnadeln, Hafteln, Stifte ... durch","Stecknadel, Haarnadel, Haftel, Nagel,",Wien,1846,
4796,Quidde,August,,,,,"Beschreibung und Zeichnung der Maschine, - zur Beseitigung der Kurbel-Anwendung bei allen
Mechanischen Betrieben","Kurbelersatz, Anlassen (Maschinen)",Wien,1847,02.09.1847
4797,Quidde,August,,,,,Beschreibung meiner verbesserten horizontalen Windmühlenflügel,"Windmühle, Windrad",Wien,1847,24.06.1847
4798,Schwenk,Franz,& Co.,,,,"Privilegiums Beschreibung, Kupfer, Schmideisen und Eisenblech wie auch alle daraus gefertigten
Gegenstände zu Emailiren","Kupferwaren, Eisenwaren,
Blechwaren, Emaillieren",Wien,1847,07.06.1847
4799,Fritz,Georg,,,,,Beschreibung der verbesserten Radbüchsen nebst zwey Müttern und Stoßscheiben,"Radnabe, Schmierbüchse",Wien,1847,31.07.1847
4800,Tomazolli,Joseph M.,,,,,"Das Wesentliche und daher Charakteristische des von mir mehr verbesserten als erfundenen
Meubels: ""Mozamot's Vereinstisch"" benannt, ...",Möbel,Trient,1847,20.07.1847
4801,Thunes,Adolph,,,,,"Neue Mittel und deren Anwendung zur Conservirung und Verbesserung der Eisenbahn Unterlagen
und rücksichtlich Schwellen, und zwar: Zur Verhinderung der Fäulniß des Holzes, des Reißens und
Spaltens derselben ...","S-Haken, Eisenbahnschwelle,
Imprägnierung/Holz, Eisenvitriol,
Feuchtigkeitsschutz",Wien,1847,03.08.1847
4802,Mohrherr,Lorenz,,,,,"Beschreibung der Erfindung und beziehungsweise Verbesserung des massiven en relief Druckes,
durch welche man Gold und Silber getriebene Arbeiten jeder Art, auch Gold- und
Silberstikkereyen, Edelsteine und emaillierte Arbeiten ganz täuschend nachahmen kann, welche
sich vorzüglich zu Wallfahrtsbildern, Uhrblättern, Einfassungen für Porträt und andere Oehl
kolorirte Bilder etc. eigenen, ...","Reliefdruck, Golddruck, Silberdruck",Linz,1847,23.10.1847
4803,Heidner,F.,,,,,"Beschreibung der neuen Erfindung, deren Wesenheit darin besteht, dem Schuhleder mittelst einer
Schuhwichs, Hans Jörgel Brillantwichs genant, eine viel längere Dauer zu geben, ...",Wichse,Wien,1847,10.11.1847
4804,Baecker,Mathias,,,,,Geheimniss zur Lithographischen Stoffdruckerey,"Lithographie, Zeugdruck",Wien,1847,08.11.1847
4805,Zapf,Ignaz,,,,,"... Verbesserung an Sätteln, mittelst Anwendung der Gutta-Percha ...","Sattel, Guttapercha, Schweißblatt",Wien,1847,13.11.1847
4806,Schwarz,Johann Christian,,,,,Beschreibung der ... Verbesserung der Linir-Rastrir und Rubricirmaschine ...,"Liniermaschine, Papier/Rubriziertes",Wien,1842,18.11.1842
4807,Seykotta,Franz,,,,,"... zeigt ... an, eine neue Erfindung ...: daß die Kirchenhimmel und Fahnen nicht mehr an Hagen und
Ringen wie bisher, sondern mittelst einer Vorrichtung an der Stange befestigt werden, ...","Baldachin, Fahne,
Aufhängevorrichtung",Wien,1844,23.11.1844
4808,Ullmann,E.W.,,,,,"Beschreibung einer Verbesserung der auf meinen Namen unter dem 11.Novbr.1844 patentirten
Ziegelstreichmaschine",Ziegelmaschine,Wien,1845,04.12.1845
4809,Ullmann,E.W.,,,,,Beschreibung einer Preß-Maschine zur Anfertigung von Verblendungs & Modell-Steinen,"Ziegelpresse, Kachel, Pflasterstein",Wien,1846,23.07.1846
4810,Eichen,Anton,,,,,"Beschreibung einer Dampfmaschine, welche zum einrammen von Pfählen (Pilotten), zum
Wasserpumpen und zum betrieb von Hämmer wechselweise angewendet werden kann; in der
hierzu gehörigen Zeichnung aber zum betrieb einer Ramme dargestellt ist","Ramme, Pilotenschlagen",Wien,1847,23.10.1847
4811,Selka,Anton,Selka,Joseph,,,"Beschreibung der Erfindung an Spazierstöcke als auch an Regenschirmen ein Behältniß für
Zündrequisiten samt Friktionsvorrichtung anzubringen, und diese Gegenstände in einen Leuchter
zu verwandeln","Stock, Regenschirm, Sonnenschirm,
Feuerzeug, Leuchter",Wien,1847,05.11.1847
4812,Pidding,William,,,,,William Piddings Verbesserungen an Wägen,"Wagen, Raupenfahrzeug",Wien,1847,14.06.1847
4813,Snyder,Simon,,,,,"Simon Snyder, Gerber in Daytoner Staat Ohio in den Vereinigten Staaten von Amerika auf eine
Verbesserung im Gerben der Häute","Leder, Gerberei",Wien,1845,04.08.1845
4814,Poole,Moses,,,,,"Moses Poole Patent Agent in London ... auf seine neue Erfindung und Verbesserung im Erwärmen
der Luft für Hochöfen und für andere Zwecke ... [Text engl.u.dt.]","Hochofen, Luftvorwärmer",Wien,1844,11.11.1844
4815,Poole,Moses,,,,,"Beschreibung der Erfindung ... Diese Erfindung besteht in Wesenheit in einer neuen Art gewisse
Materialien für Bau und andere Zwecke vorzurichten und zu leimen oder zu kitten","Schiefer, Dachziegel, Kitt",Wien,1844,12.06.1844
4816,Pringle,William,,,,,"William Pringle's verbesserte Art den Durchzug von schädlichen dämpfen und andern Stoffen,
welche in chemischen Fabriken unter gewissen Umständen entstehen, zu leiten und damit zu
verfahren","Abgas, Kondensation",Wien,1845,01.04.1845
4817,Koenig,Gustav Adolph,,,,,"Gustav Adolph König, Associe des Handlungshauses Luvis, Reis, Power & Co in London, auf eine
Erfindung und Verbesserung in der Fabrikation von Kerzen und Seife und der Behandlung einer
gewissen vegetabilischen Materie für solche und andere Zwecke","Olivenöl, Kerze, Seife",Wien,1845,31.07.1845
4818,Pellatt,Frederic,,,,,"Der Zweck der Erfindung besteht in der Anwendung eines elektrischen Stromes auf Erze, welche
im geschmolzenen Zustande sich befinden, um die Metalle, welche sie enthalten, davon zu
scheiden","Aufbereitung, Batterie",Wien,1845,04.08.1845
4819,Mendelssohn,C.F.N.,,,,,"Beschreibung nebst Zeichnung einer neuen Construction fr Eisenbahnwagen, wodurch diese
befähiget werden, Curven vom kleinsten Halbmesser ohne merklichen Widerstand zu durchlaufen","Eisenbahnwagen, Kurve, Drehgestell",Wien,1845,26.05.1845
4820,Ehrfurth,Joseph,,,,,"Beschreibung der neuen Verbesserung der Herren- und Damen-Haartouren, dann der Locken und
Zöpfe","Perücke, Haar, Falsches",Linz,1845,09.03.1845
4821,Eibensteiner,Joseph,,,,,"Grundriß, Profil und Ansicht resp. Beschreibung des Apparat Ofens, ...",Kachelofen,Friesach,1845,17.08.1845
4822,Hohenblum,Joseph R.v.,,,,,Der zu privilegirende praeparirte Kalkdünger ...,Kunstdünger,Wien,1848,20.01.1848
4823,Waser,Johann Konrad,,,,,"Beschreibung der ... hydraulischen Caementsteine, aus welchen ... hydraulischer Caementkalk und
aus diesen ein Mörtel bereitet werden kann, ...",Kalk/Hydraulischer,Brünn,1845,19.03.1845
4824,Keller,Alberto,,,,,"Descrizione del miglioramento introdotto nel metodo di filar la seta la più fina al pari della più
tonda; senza i così detti Copiati ... [Seide spinnen]","Seide, Spinnmaschine",Milano,1837,26.09.1837
4825,"Romer - Kiss -
Enyitzke",Stephan Edl.v.,,,,,"Eigenschaften und Darstellungsart-Beschreibung der Frictions-Feuerzeuge und Chlorzündhölzchen
ohne Schwefel","Zündholz, Reibzündhölzchen, Fidibus",Wien,1834,04.01.1834
