PrivRegNr	Name1	Vorname1	Name2	Vorname2	Name3	Vorname3	Titel	Schlagworte	Ort	Jahr	Einreichdatu	lat	long
4154	Lauckner	Robert	NA	NA	NA	NA	"Beschreibung und Zeichnung zu der den Gebrueder Lauckner nachgesuchten k.k.priv. Erfindung
auf eine Cilinder Streich Garn Fein-Spinnmaschine, ..."	Streichgarn, Spinnmaschine	Wien	1844	06.08.1844	48.2080696	16.3713095
4155	Mulzer	Andreas	NA	NA	NA	NA	"Beschreibung der ... Erfindung, die Kartoffelmaische in Branntweinbrennereien auf eine bisher
unerreicht ausgiebige Art herzustellen"	Kartoffel, Einmaischapparat	"Kahlenbergerdo
rf"	1845	30.03.1845	48.2746851	16.3557413
4156	Baragiola	Peter	Guigo	Karl	NA	NA	"Beschreibendes Modell der von Karl Guigo verbesserten priv. und an Peter Baragiola cedirten
Seidenweb-Maschine"	Seidenweberei	Wien	1842	28.06.1842	48.2080696	16.3713095
4157	Croff	Giovanni	NA	NA	NA	NA	"Descrizione della nuova scoperta che ... consiste in sostanza in un Elevatore ossia macchina per
incalzar l'acqua in qualunque situazione ... [Wasserhebemaschine]"	Wasserhebemaschine	Milano	1841	17.07.1841	45.468503	9.1824027
4158	Foschetti	Luigi Eugenio	NA	NA	NA	NA	"Descrizione della nuova Scoperta di miglioramento che ... consiste in sostanza nel metodo
d'imbiancare le lamiere di ferro cilindrate ed altri metalli ... [Eisen- und anderes gewlaztes
Metallblech weißmachen]"	Blech, Galavanisieren	Como	1841	01.07.1841	45.8063817	9.0851867
4159	Grisetti	Carlo	NA	NA	NA	NA	"Descrizione dell'Arnia e dell'Arniajo migliorate e conformi al nuovo metodo di coltivazione delle
Pecchie ... [Tragbare Bienenstöcke und -körbe]"	Bienenstock	Milano	1841	01.07.1841	45.468503	9.1824027
4160	Giosia	Leoni	NA	NA	NA	NA	Descrizione di un Carro a bilancia ... [Zweirädiger Bilance-Karren]	Karren	Milano	1845	30.08.1845	45.468503	9.1824027
4161	Mateucci	Carlo	NA	NA	NA	NA	"Descrizione della nuova invenzione che ... consiste in sostanza in un nuovo telegrafo eletrico
[Elektro-Telegraph]"	Telegraph	Milano	1845	24.06.1845	45.468503	9.1824027
4162	Portalupi	Cesare	NA	NA	NA	NA	"Descrizione della nuova Scoperta che ... consiste in sostanza di filare la Seta de acqua fredda
mediante Processo Chimico, ... [Seide in kaltem Wasser mittels chemischem Prozess abhaspeln]"	Seidenkokon, Seidenhaspel	Milano	1844	29.08.1844	45.468503	9.1824027
4163	Dixon	Abraham	NA	NA	NA	NA	Beschreibung eines Getriebes um Eisenröhre zu schweißen und zu ziehen	Rohrwalzwerk	Wien	1841	29.09.1841	48.2080696	16.3713095
4164	Adelberg	"Joseph Wilhelm
Karl"	NA	NA	NA	NA	Beschreibung der ... Verbesserung in der Fabrikation des Fischbeins, ...	Fischbein	Wien	1841	25.09.1841	48.2080696	16.3713095
4165	Birnbaum	A.M.	Lenk	NA	NA	NA	mit Tinte für den täglichen Gebrauch	Füllfeder, Reißfeder	Teplitz	1843	NA	41.0979314	-74.0014355
4166	Elfert	Gottfried	Klein	Friedrich	NA	NA	Beschreibung der Buchstaben welche aus einer Massa von Alabaster Gips besteht	Gipsbuchstabe, Beschriften	Wien	1844	27.09.1844	48.2080696	16.3713095
4167	Kitschelt	August	NA	NA	NA	NA	Beschreibung ... auf eine neue Erfindung, alle Gattungen Möbeln von Eisen herzustellen, ...	Stahlrohrmöbel	Wien	1844	08.10.1844	48.2080696	16.3713095
4168	Schiffner	Rudolph	Schmidl	Joseph	NA	NA	Erfindung auf Erzeugung des Zinobers auf nassem Wege	Quecksilber, Fällung, Zinnober	Wien	1844	29.08.1844	48.2080696	16.3713095
4169	Heidt	Friedrich	NA	NA	NA	NA	Beschreibung der ... Verbesserung bey der Construction der Armbänder oder Braceleten ...	Armband	Wien	1844	01.08.1844	48.2080696	16.3713095
4170	Bracegirdle	Thomas	NA	NA	NA	NA	"Beschreibung: Die Verbesserung an der gewöhnlichen Krempel Maschine für Schafwolle und alle
andern Faserstoffe ..."	Schafwolle, Krempeln	Prag	1843	18.02.1843	50.0755381	14.4378005
4171	Specker	David	NA	NA	NA	NA	Beschreibung und Zeichnung einer neu erfundenen mechanischen Cattun - Druckmaschine	Zeugdruck, Druckmaschine	Wien	1845	10.01.1845	48.2080696	16.3713095
4172	Purtscher	Augustin	Reithoffer	"Johann
Nepomuk"	Reithoffer	Eduard	"Verbesserte Verfertigung der Bekleidungen der Füsse und anderer Theile durch genaueres
Zusammenfügen der Näthe"	"Gummikleidung, Gummischuh, Billard,
Möbelstoff, Thermosflasche,
Lösungsmittel"	Wien	1830	30.07.1830	48.2080696	16.3713095
4173	Schiereck	Joseph Friedrich	NA	NA	NA	NA	"Beschreibung der Vorrichtung für das Fortbewegen von Lasten oder zum Hervorbringen großer
Geschwindigkeit, mittelst animalischer Kräfte ..."	Wagen, Getriebe, Transport	Wien	1841	20.07.1841	48.2080696	16.3713095
4174	Wéschniakoff	André	NA	NA	NA	NA	"Beschreibung der ... bereits in Rußland und Frankreich priv. Erfindung eines neuen Brennmaterials,
Carboleine genannt, ..."	Brikett	St. Petersburg	1841	29.03.1841	59.9310584	30.3609097
4175	Cavillier	Adolph Eugen	NA	NA	NA	NA	"Beschreibung einer neuen Erfindung, ..., daß man sich vermittlest einer mechanischen Vorrichtung
in einem Spiegel zu gleicher Zeit von allen Seiten sieht"	Spiegel	Wien	1844	31.07.1844	48.2080696	16.3713095
4176	Puchberger	Joseph	NA	NA	NA	NA	"Beschreibung der ... neu erfundenen Hydraulischen Luftdruckmaschine als
Triebkraftzuführungsmittel sowohl f. atmosphärische Eisenbahnen, als auch f. jedewede Fabricks-
u. Gewers-Betrieb ..."	Druckluftbahn, Luftpumpe, Luftturbine	Wien	1844	08.08.1844	48.2080696	16.3713095
4177	Nowotny	Matthias	NA	NA	NA	NA	Beschreibung der neu erfundenen Sicherheits-Sperre an Schießgewehren	Gewehrschloß, Sperrvorrichtung	Wien	1840	03.10.1840	48.2080696	16.3713095
4178	Podhaysky	Johann	NA	NA	NA	NA	Beschreibung der Zubereitung des von mir erfundenen feuerfesten Lackes und der Zuckerformen	Zuckerhutform, Lack/Feuerfester	Wien	1845	30.03.1845	48.2080696	16.3713095
4179	Jedliczka	Leopold	NA	NA	NA	NA	Beschreibung eines ... erfundenen Doppelofens ...	Ofen, Kochherd	Znaim	1841	11.08.1841	48.8559107	16.0542676
4180	Sirtaine	Mathias	NA	NA	NA	NA	"Beschreibung einer von Mathias Sirtaine, Tuchfabrikanten aus Verviers in Belgien, gemachten
Erfindung einer verbesserten Dekatir Maschine, ..."	Dekatiermaschine	Wien	1841	30.08.1841	48.2080696	16.3713095
4181	Angelé	Florian	NA	NA	NA	NA	"Mechanikus aus Berlin: Beschreibung der Erfindung und Verbesserung einer vollkommenen
Expansion, und der Bewegungstheile bei Locomotiven"	Lokomotive, Steuerung	Wien	1842	27.08.1842	48.2080696	16.3713095
4182	Kargl	Anton	Troll	Franz	Soini	Joseph	"Beschreibung der Verbesserungen, welche die Erfinder neuerdings an dem unterm 17.10.1842 an
Joseph Soini priv. Sammet- und Seidenzeugmacherstuhle erfunden haben"	"Samt/Geschnittener, Seidenstoff,
Webstuhl"	Wien	1844	16.10.1844	48.2080696	16.3713095
4183	Forni	Giuseppe	NA	NA	NA	NA	"Descrizione del miglioramento che ... consiste nel ottenere il prodotto Sapone dalle acque madri ...
[Seife auf der Seifensiedermutterlauge]"	Seifensiederfluß, Seife	Trieste	1845	15.05.1845	45.6508342	13.7674486
4184	Jurmann	Karl	NA	NA	NA	NA	"Beschreibung ... seiner neuen Erfindung, Militär- u. Civilwaffen von Eisen u. Stahl mit silbernen
oder unedlen Metallgefäßen, vom gepreßten Silber oder unedlen Metallbleche u. zwar letzteres
von einer eigenen Metall Composition zu erzeugen, ..."	"Säbel, Degen, Legierung, Säbelscheide,
Degenscheide"	Wien	1843	09.08.1843	48.2080696	16.3713095
4185	Jurmann	Karl	NA	NA	NA	NA	"Beschreibung des ... Privilegiums: durch Anwendung von Dampfmaschinen bei Erzeugung der
Klingen u. sonstigen Bestandtheile der Civil- und Militär-Seitenwaffen"	"Säbel, Degen, Schleifmaschine,
Säbelscheide, Degenscheide"	Wien	1845	05.08.1845	48.2080696	16.3713095
4186	Rewolt	Franz	NA	NA	NA	NA	... zeigt ... an, eine neue Verbesserung an Regulator-Lampen gemacht zu haben ...	Lampe	Wien	1846	05.02.1846	48.2080696	16.3713095
4187	Roccovis	Lorenzo	NA	NA	NA	NA	"Disegni e descrizioni per un nuova Scoperta ... in punto de Timbri di vario genere premiati ...
[Stempelerzeugung]"	Stempel	Bergamo	1844	30.03.1844	45.6941966	9.6707462
4188	Grimm	Anton	NA	NA	NA	NA	Erfindung einer neuen Kanal-Räum-Maschine, ...	Bagger	Fischamend	1831	09.09.1831	48.1186571	16.6126378
4189	Boehringer	Konrad	Heilsam	Joseph	NA	NA	"Beschreibung der Erfindung, daß sie Ohrgehänge und Prosch von Gold, Silber und Bronce
verfertigen"	"Ohrringe, Brosche, Goldwaren,
Silberwaren, Bronzewaren"	Wien	1840	12.11.1840	48.2080696	16.3713095
4190	Wagner	Karl Ad.	NA	NA	NA	NA	Schnell-Bleichmethode	Bleichen	Wien	1841	03.09.1841	48.2080696	16.3713095
4191	Prause	Ignaz Eduard	NA	NA	NA	NA	Beschreibung ... uiber die Verbesserung der Stubenheizöfen ...	Ofen	Wien	1841	15.09.1841	48.2080696	16.3713095
4192	Nachod	Daniel	NA	NA	NA	NA	"Beschreibung der ... Erfindung, daß durch Anwendung einer ... Flüssigkeit dem Eindringen der
Schaben, Motten u. anderer Ungeziefer in Rauchwaren oder Pelzwerk ... vorgebeugt ... werde"	"Pelz, Imprägnierung/Pelz,
Schabenvertilgung, Mottenvertilgung,
Ungeziefer"	Prag	1843	25.10.1843	50.0755381	14.4378005
4193	Kreilsheim	Leopold	NA	NA	NA	NA	Beschreibung einer neuen Erfindung von Knöpfen mit elastischem Untertheile und Einlagen, ...	Knopf, Presse	Wien	1844	22.10.1844	48.2080696	16.3713095
4194	Andrassy	Johann	Kaudelka	Eduard	NA	NA	"Beschreibung der von denen Unterzeichneten neu erfundenen Pommade unter dem Nahmen:
Isatin-pommade"	Haaröl	Wien	1845	02.09.1845	48.2080696	16.3713095
4195	Hofmann	NA	Weisz	Bernard	NA	NA	Beschreibung des Sicherheits Wechsels ...	Geleise, Weiche/Automatische	Wien	1845	10.09.1845	48.2080696	16.3713095
4196	Desmarest	Johann F.	NA	NA	NA	NA	"Beschreibung des ... Verfahren zur Ersparniß von Brennmaterial, ca 40 Prozent, bei
Dampfmaschinen und vorzüglich bei Lokomotiven ..."	"Lokomative, Dampfkessel, Pottasche,
Kesselspeisewasser"	Wien	1845	03.10.1845	48.2080696	16.3713095
4197	Thornton	Johann v.	NA	NA	NA	NA	Beschreibung der ... Verbesserung des Flachs-hecheln und Flachsspinnen, ...	Flachshechelmaschine	Wien	1842	NA	48.2080696	16.3713095
4198	Derffel	Joseph	NA	NA	NA	NA	"Beschreibung der ... Erfindung, welche ... in einer ihm eigenthümlichen Methode der Vornahme
der ersten Vorübungen ohne Tinte und Feder, zum systematischen Schreibunterricht der Jugend
bestehet, ..."	Schönschreiben	Wien	1845	23.12.1845	48.2080696	16.3713095
4199	Kornmueller	Jakob	NA	NA	NA	NA	"Beschreibung der Neuen Vorrichtung das bei Mahlmühlen der Untere und geringere Mühlstein als
Läufer angewendet werden kann"	Mühle	Wampersdorf	1845	22.11.1845	47.9225328	16.4281122
4200	Schiffner	Rudolph	Schmidl	Joseph	NA	NA	"Privilegiums Beschreibung auf Erzeugung von englischer Schwefelsäure in besser und neu
konstruirten Bleikammern"	"Bleikammer,
Schwefelsäuremonohydrat"	Wien	1844	07.02.1844	48.2080696	16.3713095
4201	Schnaus	Isidora	NA	NA	NA	NA	"Beschreibung der Hut, Haube ... zur Kopfbedeckung für Damen ... mit allen Gattungen Leder von
aussen und auch von innen überzogen ..."	Hut, Haube, Lederüberzug	Wien	1846	30.03.1846	48.2080696	16.3713095
4202	Schadlbauer	Ernst	NA	NA	NA	NA	Beschreibung der ... Verbesserung seines ... Privilegiums auf Stahlmiederfedern, ...	Stahlfeder, Mieder	Wien	1840	03.12.1840	48.2080696	16.3713095
4203	"Escher -
Felsenhof"	Gustav  Albert v.	Loyd	D.	NA	NA	"Beschreibung unserer Erfindung u. Verbesserung einer neuen Schiffs-Dampfmaschine und Kessel,
..."	Dampfmaschine, Schiffsantrieb	Wien	1841	25.10.1841	48.2080696	16.3713095
4204	Dixon	Abraham	NA	NA	NA	NA	Beschreibung einer Maschine, um Pfähle und Piloten in die Erde zu rammen	Pilotanschlagen, Ramme	Wien	1841	29.10.1841	48.2080696	16.3713095
4205	Hirschfeld	Wilhelm Karl	NA	NA	NA	NA	"Beschreibung meiner Verbesserung meiner verbesserten Fabrication aller aus Talg bereiteten
Kerzen ..."	Unschlitt, Kerze	Wien	1843	09.09.1843	48.2080696	16.3713095
4208	Joos	Jakob	Stephan	Leopold	NA	NA	"Specification eines von mir erfundenen Verfahrens zur Erzeugung von gewobenen Woll-Mosaik-
Bildern"	Wollmosaik, Ausschneiderahmen	Wien	1844	27.11.1844	48.2080696	16.3713095
4209	Scala	Franz	Scala	Johann	NA	NA	Beschreibung der Verbesserung an Locomotiven und Wagons	"Lokomotive, Eisenbahnwagen,
Wagenrad, Getriebe"	Wien	1844	28.10.1844	48.2080696	16.3713095
4210	Hoffmann	Christian	NA	NA	NA	NA	Beschreibung der ... Erfindung einer Tafel-Waage, ...	Schnellwaage	Leipzig	1844	16.09.1844	51.3396955	12.3730747
4211	Stoehr	Abraham	NA	NA	NA	NA	"Beschreibung der ... neu erfundenen Maschine, mittelst Dampf Roßhaare und Bettfedern ...
schnell zu reinigen, ..."	"Roßhaar, Bettfedern, Federnreinigung,
Waschmaschine"	Wien	1844	25.10.1844	48.2080696	16.3713095
4212	Hendrich	Anton	NA	NA	NA	NA	Beschreibung eines ... neu erfundenen Kapsel-Gewehres	Kapselgewehr	Wien	1845	20.09.1845	48.2080696	16.3713095
4213	Busse	August Friedrich	NA	NA	NA	NA	"Patent auf die von mir erfundene auf Kugeln laufenden Drehscheiben für Eisenbahnen und die
Anwendung dieses Systems für stehende Wellen"	Drehscheibe, Walzlager	Leipzig	1845	27.09.1845	51.3396955	12.3730747
4214	Busse	August Friedrich	NA	NA	NA	NA	Patent auf die von mir erfundene Construction der Anti Vibrations Räder aus Holz und Eisen, ...	"Lokomotive, Eisenbahnwagen,
Wagenrad"	Leipzig	1845	27.09.1845	51.3396955	12.3730747
4215	Busse	August Friedrich	NA	NA	NA	NA	"Patent auf meine Erfindung Achsenbüchsen und Achsenpfannen für Fuhrwerke namentlich für
Eisenbahnwagen ..."	"Schmierbüchse, Lager,
Eisenbahnwagen"	Leipzig	1845	08.10.1845	51.3396955	12.3730747
4216	Busse	August Friedrich	NA	NA	NA	NA	"Beschreibung und Zeichnung einer Erfindung ... von Hemm- oder Bremsapparaten für Fuhrwerke
und Maschinen aller Art mit zweiseitig wirkender Schraube"	Bremse	Leipzig	1841	08.10.1841	51.3396955	12.3730747
4217	Busse	August Friedrich	NA	NA	NA	NA	"Patent auf die von mir erfundene Construction und Anwendung von der Länge nach getheilten,
durch Schäftung verbundenen Eisenbahnschienen, ..."	Geleise	Leipzig	1845	20.09.1845	51.3396955	12.3730747
4218	Busse	August Friedrich	NA	NA	NA	NA	"Patent auf meine Erfindung; einzelne Eisentheil anstatt der Schweißung durch Bleilegierungen zu
beliebig großen Stücken z.B. Locomotiven und Wagenachsen, Wellen für Mühlen und
Dampfmaschinen aller Art, Anker u. sonstige Theile ...u. solche klaglos zu machen, ..."	"Maschinenelemente, Welle,
Dauerfestigkeit, Bruchsicherheit"	Leipzig	1845	27.09.1845	51.3396955	12.3730747
4219	Mesch	Friedrich	NA	NA	NA	NA	"Beschreibung einer neuen Erfindung, die Kappen der Spitzen aller Arten von Webeschützen von
Stahl glashart zu machen und dieselben bei den Handschützen auf eine eigene Art mit dem Holz
der Schütze zu verbinden"	Schütze, Härten/Stahl	Wien	1846	26.05.1846	48.2080696	16.3713095
4220	Hutter	Emanuel Jontof	NA	NA	NA	NA	"Beschreibung zur Erwirkung des ... Privilegiums wegen Mannskleider Verfertigung aus allen
Stoffen ..."	Kleidung, Schneiderei, Roßhaar, Zwirn	Prag	1843	09.09.1843	50.0755381	14.4378005
4221	Mayer	Ferdinand	NA	NA	NA	NA	"Beschreibung eines ganz neuen Verfahrens, wodurch die im Kirschbaumholz häufig
vorkommenden grünen Streifen und Schmutzflecken herausgezogen werden"	"Kirschbaumholz, Furnierholz,
Imprägnierung/Holz"	Wien	1845	03.01.1845	48.2080696	16.3713095
4222	Franzenshuld	"Friedrich Heinrich
Hartmann Edl.v."	NA	NA	NA	NA	Technischer Plan einer einfachen Militär-Bettstelle aus eisernen hohlen Cylindern	Militärbett, Stahlrohrmöbel	Wien	1837	11.12.1837	48.2080696	16.3713095
4223	Mueller	Ferdinand	Mueller	Mathias	NA	NA	Zeigen an eine neue Bleyweiß Farb Reibmaschine erfunden zu haben	Bleiweiß, Farbmühle	Wien	1843	20.12.1843	48.2080696	16.3713095
4224	"Mones
d'Elbouix"	"Johann Peter
Joseph v."	NA	NA	NA	NA	"Beschreibung über die ... Verbesserung, welche in ... einem Reit-Sattel, Sicherheits-Sattel genannt,
bestehet, ..."	Sattel	Wien	1843	06.10.1843	48.2080696	16.3713095
4225	Smetana	Peter	NA	NA	NA	NA	"Beschreibung der ... Erfindung, ..., daß er mittelst einer auf den Rauchfang gesetzten
eigenthümlichen Vorrichtung dem Rauche abhilft"	Champion	Wien	1845	11.11.1845	48.2080696	16.3713095
4226	Smetana	Peter	NA	NA	NA	NA	"Meine Erfindung besteht ... darin, daß ich bey der Feuerstelle, sowohl des Heitzofens, als des
Sparherdes nebst dem gewöhnlichen ... liegenden roste auch noch seitwärts zwei ... Röste
anbringe"	Ofen, Kochherd, Feuerrost	Wien	1845	06.11.1845	48.2080696	16.3713095
4227	Kirchberger	Joseph	NA	NA	NA	NA	Beschreibung der ... Verbesserungen in der Schifffahrt	Schiffsantrieb, Kettenschiffahrt	Heinrichsgrün	1843	16.08.1843	50.8739306	12.0706102
4228	Conti	Luigi	Giacobbe	Giovanni	NA	NA	compustibile, del nero animale ..., che serve alla decolorazione dei  Siroppi Zuccherini	Raffinade/Zucker	Milano	1844	NA	45.468503	9.1824027
4229	Larat	Giovanni	Montgolfier	NA	Rosseri	Gaetano	"Descrizione della nuova scoperta fatta dalli Sig. Montgolfier e Seguin, dei quali il Sig. Giovanni
Larat e Gaetano Rosseri cessionario, e che in sostanza consiste nel rendere il ferro atto a maggiore
restistenza"	Brücke, Stahlbau, Träger, Fachwerk	Lyon	1841	30.04.1841	45.764043	4.835659
4230	Peronelli	Angelo	NA	NA	NA	NA	"Descrizione della nuova invenzione che ... consiste in sostanza in un movimento per una pompa a
due manubrj ... [Pumpe mit zwei Kurbeln]"	Pumpe	Milano	1845	18.11.1845	45.468503	9.1824027
4231	Vitali	Giovanni Battista	NA	NA	NA	NA	"Descrizione della nuova scoperta, che ... consiste in sostanza nell'abbreviare ... il tempo necessario
ad acconciare le pelli, ... [Schnellgerberei]"	Leder, Gerberei	Milano	1841	25.11.1841	45.468503	9.1824027
4232	Dixon	Abraham	NA	NA	NA	NA	Beschreibung der Verbesserungen in der Erfindung vervollkommneter Stubenöfen	Ofen	Wien	1841	09.11.1841	48.2080696	16.3713095
4233	Seidel	Johann Baptist	NA	NA	NA	NA	Beschreibung einer neuen Mais-Dreschmaschine	Mais, Dreschmaschine/Mais	Wien	1841	20.10.1841	48.2080696	16.3713095
4234	Schmidl	Karl Gustav	& Co	NA	NA	NA	"Beschreibung der ... Verbesserung in der Schlichte und ihrer Anwendungsart ... bei den
Baumwollgarnen ..."	Baumwollgarn, Schlichten	Weipert	1841	27.12.1841	50.4923255	13.032137
4235	Pirker	Alois	NA	NA	NA	NA	Beschreibung zu der Zeichnung des ... neu erfundenen und in Gang ausgeführten Doppelofen	Blei, Röstofen	Bleiberg	1841	27.11.1841	NA	NA
4236	Herzog	Vinzenz	Kaspermayer	Joseph	NA	NA	Beschreibung der ... Verbesserung in der Nägelerzeugung auf kaltem Wege, ...	Nagel, Presse	Graz	1841	27.12.1841	47.0678961	15.4417305
4237	Kreiml	Franz	Raufer	Michael	NA	NA	Beschreibung der Manipulation bei Erzeugung der Mauerziegeln	Ziegel, Ringofen	Olmütz	1841	01.08.1841	49.593778	17.2508787
4238	Mauss	Johann Baptist	Meill	Franz Xaver	NA	NA	Beschreibung der Anfertigung oder Erzeugung des ... Universal-Rasier-Apparats, ...	"Rasiermesser, Abziehen/Rasiermesser,
Rasierwasser, Rasierpinsel"	Wien	1842	19.11.1842	48.2080696	16.3713095
4239	Bayer	Anton	NA	NA	NA	NA	"Beschreibung einer neuen Erfindung, welche in: Wagenrädernaben, Spindel- und Frictions-Achsen
besteht, ..."	Wagenrad, Wagenachse, Radnabe	Wien	1842	25.11.1842	48.2080696	16.3713095
4240	"Werdmueller -
Elgg"	Phillipp Heinrich v.	NA	NA	NA	NA	Privilegium auf eine verbesserte Bleichmethode des Papierstoffes	Papier, Bleichen/Papier	Wien	1843	26.10.1843	48.2080696	16.3713095
4241	Schedewy	Joseph	NA	NA	NA	NA	"Beschreibung der ... Verbesserung oder Veränderung, ..., daß die bisher bestandenen
Frictionshölzel in jedem feuchten Locale aufbewahrt werden können, ..."	"Phosphor, Imprägnierung/Phosphor,
Zündholz"	Wien	1843	15.09.1843	48.2080696	16.3713095
4242	Glattauer	H.	Jeitteles	A.B.	NA	NA	"Beschreibung einer neuen Entdeckung in der Fabrikation von rohen Kottonen und
Baumwollzeugen durch Anwendung einer chemischen Schlichte"	Kattun, Baumwollstoff, Schlichten	Wien	1843	16.12.1843	48.2080696	16.3713095
4243	Beck	Johann	NA	NA	NA	NA	Verbesserung der sogenannten Phaenomenlichter nun Doppelflammlichter genannt	Kerze, Docht	Wien	1844	16.11.1844	48.2080696	16.3713095
4244	Schram	Friedrich	Vogel	Leopold	NA	NA	"Erfindung, die rohe Seide ... derart strähnweise in geschlossene Gewebe zu bringen, daß jede ...
etwa versuchte Lösung ... unmöglich ist"	Seidenweberei, Strähn, Unterbindung	Wien	1845	30.10.1845	48.2080696	16.3713095
4245	Hanel	Therese	NA	NA	NA	NA	Beschreibung der ... Verbesserung im Putzen beschmutzter Glace-Handschuhe	Handschuh, Fleckputzmittel	Prag	1845	09.12.1845	50.0755381	14.4378005
4246	Mingardi	Luigi	NA	NA	NA	NA	"Descrizione alla ... invenzione d'un nuovo sistema per la separazione delle varje grosezze di Perle o
Contarie [Sortierung der verschiedenen Größen von Perlen oder Glasperlen]"	Perle, Glasperle, Sortieren	Venezia	1845	28.07.1845	45.440379	12.3159547
4247	Gugubauer	Andreas	NA	NA	NA	NA	"Beschreibung der ... Erfindung Stick- und ähnliche Mustern statt durch das gewöhnliche Verfahren
durch den Druck ... herzustellen"	"Weberzettelpapier, Stickmuster,
Musterdruck"	Wien	1846	17.01.1846	48.2080696	16.3713095
4248	Mayer	Ignaz	NA	NA	NA	NA	Beschreibung des Verfahrens bei Erzeugung der sogenannten amerikanischen Stiefel und Schuhe	Schuh, Stiefel	Salzburg	1843	16.02.1843	47.8014154	13.0448441
